TransactionID,Time,Amount,MerchantID,TransactionType,Class
T5764,170132,43,M28,Mobile,Normal
T5765,32302,768,M28,In-Store,Normal
T5766,162195,664,M3,In-Store,Normal
T5767,2364,440,M34,In-Store,Normal
T5768,29937,136,M28,Mobile,Normal
T5769,125164,765,M60,Online,Normal
T5770,64930,299,M39,In-Store,Normal
T5771,88987,425,M38,In-Store,Normal
T5772,61488,229,M4,In-Store,Normal
T5773,126988,784,M72,In-Store,Normal
T5774,153470,758,M26,In-Store,Normal
T5775,33166,482,M88,Online,Normal
T5776,57503,285,M40,In-Store,Normal
T5777,99789,477,M63,Online,Normal
T5778,92429,870,M5,Mobile,Normal
T5779,132863,452,M82,Online,Normal
T5780,8838,607,M64,Mobile,Normal
T5781,113490,996,M26,Mobile,Normal
T5782,29807,48,M73,Online,Normal
T5783,32645,820,M23,In-Store,Normal
T5784,152571,376,M25,In-Store,Normal
T5785,9779,47,M22,Online,Normal
T5786,85188,65,M76,In-Store,Normal
T5787,101956,713,M48,Online,Normal
T5788,31683,470,M79,Online,Normal
T5789,126828,795,M6,Online,Normal
T5790,77126,567,M69,In-Store,Normal
T5791,82043,2081,M10,Mobile,Normal
T5792,62903,485,M10,In-Store,Normal
T5793,170621,331,M3,In-Store,Normal
T5794,151746,182,M6,Online,Normal
T5795,29122,437,M77,In-Store,Normal
T5796,167618,420,M27,Mobile,Normal
T5797,89396,521,M87,Online,Normal
T5798,45321,391,M35,Online,Normal
T5799,155753,419,M8,Mobile,Normal
T5800,129760,224,M23,Mobile,Normal
T5801,8989,497,M28,Mobile,Normal
T5802,11060,545,M89,Online,Normal
T5803,110506,400,M56,In-Store,Normal
T5804,30892,657,M63,Mobile,Normal
T5805,24617,480,M52,Mobile,Normal
T5806,28678,704,M46,Online,Normal
T5807,162118,795,M26,Online,Fraudulent
T5808,147218,1506,M26,Online,Normal
T5809,126543,777,M43,In-Store,Normal
T5810,166212,98,M44,Mobile,Normal
T5811,145996,322,M49,In-Store,Normal
T5812,153875,540,M36,Online,Normal
T5813,105627,680,M98,Online,Normal
T5814,156846,560,M66,In-Store,Normal
T5815,4758,487,M80,In-Store,Normal
T5816,130997,430,M30,Online,Normal
T5817,13740,877,M52,In-Store,Normal
T5818,46997,279,M10,Mobile,Normal
T5819,47865,367,M80,In-Store,Normal
T5820,63192,805,M62,Online,Normal
T5821,25415,838,M82,Mobile,Normal
T5822,106851,546,M69,Online,Normal
T5823,109959,836,M100,Mobile,Normal
T5824,31054,103,M9,In-Store,Normal
T5825,50221,197,M90,In-Store,Normal
T5826,22550,847,M25,Mobile,Normal
T5827,65436,468,M77,Online,Normal
T5828,168976,718,M4,Online,Normal
T5829,19919,692,M19,In-Store,Normal
T5830,106988,456,M84,Mobile,Normal
T5831,141522,930,M72,Mobile,Normal
T5832,82760,885,M93,Mobile,Normal
T5833,166124,680,M94,Online,Normal
T5834,89286,174,M24,Online,Normal
T5835,56530,280,M33,Mobile,Normal
T5836,9627,326,M31,Online,Normal
T5837,83207,207,M22,In-Store,Normal
T5838,136885,885,M84,Mobile,Normal
T5839,88670,375,M69,In-Store,Normal
T5840,69649,145,M82,Mobile,Normal
T5841,155408,35,M35,Mobile,Normal
T5842,133109,743,M86,In-Store,Normal
T5843,84616,833,M51,In-Store,Normal
T5844,71825,921,M85,Mobile,Normal
T5845,122470,936,M4,Online,Normal
T5846,81522,287,M61,In-Store,Normal
T5847,47909,295,M27,Online,Normal
T5848,97174,772,M41,Mobile,Normal
T5849,103812,225,M60,In-Store,Normal
T5850,172275,280,M25,In-Store,Normal
T5851,159726,488,M35,Mobile,Normal
T5852,21363,518,M30,Online,Normal
T5853,110339,740,M8,Online,Normal
T5854,18129,62,M88,Online,Normal
T5855,122133,128,M20,In-Store,Normal
T5856,143198,610,M17,Mobile,Normal
T5857,73765,215,M38,Mobile,Normal
T5858,83238,115,M66,In-Store,Normal
T5859,112228,816,M67,Mobile,Normal
T5860,49183,619,M49,Mobile,Normal
T5861,37870,653,M32,Online,Normal
T5862,145180,215,M38,Online,Normal
T5863,128221,479,M67,Online,Normal
T5864,125010,4298,M17,Mobile,Normal
T5865,22272,726,M83,Online,Normal
T5866,78259,85,M69,Online,Normal
T5867,170838,654,M66,Online,Fraudulent
T5868,48225,401,M43,Online,Normal
T5869,36325,230,M99,Mobile,Normal
T5870,97707,204,M83,In-Store,Normal
T5871,73420,521,M56,Mobile,Normal
T5872,2820,53,M27,Mobile,Normal
T5873,26603,599,M68,Mobile,Normal
T5874,42301,958,M76,Online,Normal
T5875,21313,733,M71,Mobile,Normal
T5876,104532,284,M14,Mobile,Normal
T5877,82992,284,M85,Online,Normal
T5878,27419,967,M59,Online,Normal
T5879,101800,307,M12,Online,Normal
T5880,151747,761,M22,Online,Normal
T5881,155301,960,M31,Mobile,Normal
T5882,147728,61,M20,Online,Normal
T5883,36528,256,M64,In-Store,Normal
T5884,107483,960,M59,In-Store,Normal
T5885,46588,176,M41,In-Store,Normal
T5886,149591,10,M29,Online,Normal
T5887,141362,983,M29,Mobile,Normal
T5888,4603,120,M100,Mobile,Normal
T5889,564,361,M57,Online,Normal
T5890,13843,640,M94,Mobile,Normal
T5891,158311,926,M38,Mobile,Normal
T5892,97425,349,M10,Online,Normal
T5893,24380,124,M14,In-Store,Normal
T5894,147086,91,M90,Online,Normal
T5895,76693,181,M2,Mobile,Normal
T5896,143855,922,M3,Online,Normal
T5897,168509,678,M82,Online,Normal
T5898,43303,54,M59,In-Store,Normal
T5899,129935,855,M56,In-Store,Normal
T5900,36447,457,M58,In-Store,Normal
T5901,110672,393,M87,Online,Normal
T5902,38922,904,M58,In-Store,Normal
T5903,163320,602,M77,Online,Normal
T5904,1165,809,M83,Online,Normal
T5905,92806,461,M2,Online,Normal
T5906,118416,735,M5,In-Store,Normal
T5907,140743,741,M77,Mobile,Normal
T5908,124396,436,M86,In-Store,Normal
T5909,68725,173,M34,In-Store,Normal
T5910,73750,435,M49,In-Store,Normal
T5911,71568,748,M95,Online,Normal
T5912,162262,976,M41,In-Store,Normal
T5913,43612,543,M1,In-Store,Normal
T5914,133364,451,M56,Online,Normal
T5915,83357,653,M29,In-Store,Normal
T5916,64343,465,M35,In-Store,Normal
T5917,77745,234,M9,In-Store,Normal
T5918,76656,969,M22,Online,Normal
T5919,66783,89,M7,Online,Normal
T5920,57130,369,M70,In-Store,Normal
T5921,5307,462,M65,Online,Normal
T5922,130597,735,M20,In-Store,Normal
T5923,37278,438,M38,Online,Normal
T5924,129903,21,M59,Online,Normal
T5925,79895,645,M70,In-Store,Normal
T5926,72133,784,M72,In-Store,Normal
T5927,129914,325,M30,Mobile,Normal
T5928,5522,475,M81,In-Store,Normal
T5929,44406,280,M83,In-Store,Normal
T5930,170054,931,M31,In-Store,Normal
T5931,69253,823,M75,Mobile,Normal
T5932,74004,420,M100,Online,Normal
T5933,98382,483,M13,In-Store,Normal
T5934,157118,690,M29,In-Store,Normal
T5935,163548,658,M7,Mobile,Normal
T5936,66967,535,M9,In-Store,Normal
T5937,117156,975,M46,Mobile,Normal
T5938,154817,953,M75,Online,Normal
T5939,89104,204,M14,In-Store,Normal
T5940,112925,131,M49,In-Store,Normal
T5941,143949,866,M26,Online,Normal
T5942,57241,646,M31,Mobile,Normal
T5943,67129,71,M40,Online,Normal
T5944,123642,542,M46,Online,Normal
T5945,36478,108,M78,In-Store,Normal
T5946,146331,467,M34,Online,Normal
T5947,31418,869,M84,In-Store,Normal
T5948,157259,726,M97,Mobile,Normal
T5949,1678,600,M90,In-Store,Normal
T5950,94086,618,M26,Mobile,Normal
T5951,131441,948,M50,In-Store,Normal
T5952,19198,32,M38,In-Store,Normal
T5953,58362,1962,M90,Mobile,Normal
T5954,165967,310,M75,Online,Fraudulent
T5955,169857,548,M22,Online,Normal
T5956,83956,977,M4,Mobile,Normal
T5957,108191,289,M60,Online,Normal
T5958,27543,366,M93,Mobile,Normal
T5959,73129,59,M29,Mobile,Normal
T5960,6780,550,M35,Mobile,Normal
T5961,167796,312,M98,In-Store,Normal
T5962,11874,253,M70,Online,Normal
T5963,132888,155,M34,Online,Normal
T5964,61858,750,M18,Mobile,Normal
T5965,39009,282,M77,Mobile,Normal
T5966,44628,826,M31,In-Store,Normal
T5967,134535,423,M14,Online,Normal
T5968,78243,64,M15,In-Store,Normal
T5969,137231,600,M77,Mobile,Normal
T5970,47120,313,M36,Mobile,Normal
T5971,11363,968,M99,Online,Normal
T5972,67243,274,M80,Mobile,Normal
T5973,81661,649,M99,Online,Normal
T5974,41369,87,M44,In-Store,Normal
T5975,78315,532,M35,Mobile,Normal
T5976,47736,627,M35,Online,Normal
T5977,88700,257,M84,In-Store,Normal
T5978,103912,654,M17,Mobile,Normal
T5979,124981,171,M84,Mobile,Normal
T5980,120369,664,M21,Mobile,Normal
T5981,151839,907,M76,Mobile,Normal
T5982,58756,284,M12,In-Store,Normal
T5983,133258,699,M32,Online,Normal
T5984,33273,903,M72,In-Store,Normal
T5985,77794,2443,M86,In-Store,Normal
T5986,26255,233,M23,Online,Normal
T5987,146420,392,M18,Mobile,Normal
T5988,161354,272,M86,Online,Normal
T5989,22933,580,M49,Online,Normal
T5990,96461,662,M78,Online,Normal
T5991,17360,271,M99,In-Store,Normal
T5992,131938,959,M92,In-Store,Normal
T5993,91616,143,M50,In-Store,Normal
T5994,44189,602,M50,Online,Normal
T5995,67170,88,M82,Online,Normal
T5996,8948,701,M10,Mobile,Normal
T5997,87900,63,M96,Online,Normal
T5998,149176,839,M64,Mobile,Normal
T5999,13576,28,M5,In-Store,Normal
T6000,17973,750,M63,Online,Normal
T6001,20167,213,M62,Online,Normal
T6002,62402,219,M29,Mobile,Normal
T6003,155654,610,M67,In-Store,Normal
T6004,99197,313,M16,In-Store,Normal
T6005,145929,712,M94,Online,Normal
T6006,120308,436,M100,In-Store,Normal
T6007,1295,956,M67,Mobile,Normal
T6008,376,516,M94,Online,Normal
T6009,18737,208,M23,Mobile,Normal
T6010,162929,270,M40,In-Store,Normal
T6011,19579,812,M11,Online,Normal
T6012,83968,248,M33,Online,Normal
T6013,167702,832,M37,In-Store,Normal
T6014,100771,417,M47,In-Store,Normal
T6015,120904,351,M30,In-Store,Normal
T6016,123354,768,M73,Mobile,Normal
T6017,128551,403,M48,Mobile,Normal
T6018,108875,404,M97,Online,Normal
T6019,159906,55,M73,In-Store,Normal
T6020,60773,408,M59,Online,Normal
T6021,25854,508,M38,Mobile,Normal
T6022,95956,664,M6,Mobile,Normal
T6023,58178,844,M47,In-Store,Normal
T6024,138988,1863,M76,Online,Normal
T6025,21256,445,M13,Mobile,Normal
T6026,10018,468,M51,Online,Normal
T6027,107304,580,M89,Online,Normal
T6028,26428,91,M49,Mobile,Normal
T6029,5662,125,M65,In-Store,Normal
T6030,74677,794,M98,In-Store,Normal
T6031,157980,899,M47,Mobile,Normal
T6032,107849,515,M11,In-Store,Normal
T6033,144875,351,M86,Mobile,Normal
T6034,50815,77,M66,Online,Normal
T6035,108885,92,M7,Mobile,Normal
T6036,53801,272,M28,In-Store,Normal
T6037,121164,470,M15,Mobile,Normal
T6038,147320,605,M21,In-Store,Normal
T6039,131785,7,M28,Online,Normal
T6040,55469,893,M85,In-Store,Normal
T6041,69290,679,M68,In-Store,Normal
T6042,61060,173,M24,Online,Normal
T6043,141113,283,M57,Online,Normal
T6044,53346,911,M46,In-Store,Normal
T6045,142777,739,M47,Online,Normal
T6046,48671,781,M49,Online,Normal
T6047,158528,220,M16,Mobile,Normal
T6048,686,631,M81,Online,Normal
T6049,57206,864,M60,Online,Normal
T6050,107724,899,M76,Online,Normal
T6051,14309,478,M49,Mobile,Normal
T6052,134277,202,M6,Mobile,Normal
T6053,55858,394,M44,Mobile,Normal
T6054,97218,149,M71,Online,Normal
T6055,108997,601,M24,In-Store,Normal
T6056,5055,996,M57,Mobile,Normal
T6057,49212,48,M48,In-Store,Normal
T6058,156234,209,M87,In-Store,Normal
T6059,66682,512,M72,Online,Normal
T6060,95642,82,M21,Mobile,Normal
T6061,157267,379,M57,Online,Normal
T6062,80879,600,M98,Online,Normal
T6063,63578,205,M77,Mobile,Normal
T6064,97646,821,M31,Online,Normal
T6065,11192,190,M90,Online,Normal
T6066,32186,753,M80,In-Store,Normal
T6067,118560,473,M70,Mobile,Normal
T6068,46311,749,M47,Mobile,Normal
T6069,62542,374,M28,Online,Normal
T6070,91644,900,M9,Mobile,Normal
T6071,30704,453,M49,Mobile,Normal
T6072,122333,262,M86,In-Store,Normal
T6073,155150,858,M17,In-Store,Normal
T6074,77264,261,M83,Online,Normal
T6075,11575,416,M39,Online,Normal
T6076,35388,17,M99,In-Store,Normal
T6077,6600,165,M97,Mobile,Normal
T6078,135653,568,M28,Online,Normal
T6079,56105,771,M7,In-Store,Normal
T6080,78421,360,M63,In-Store,Normal
T6081,134062,301,M79,Mobile,Normal
T6082,28533,502,M13,Mobile,Normal
T6083,233,431,M34,In-Store,Normal
T6084,157922,161,M22,Mobile,Normal
T6085,154109,247,M76,In-Store,Normal
T6086,142427,243,M39,Online,Normal
T6087,116744,357,M48,Mobile,Normal
T6088,152125,938,M95,Online,Normal
T6089,164784,849,M55,Mobile,Normal
T6090,61074,591,M92,Mobile,Normal
T6091,150025,586,M29,In-Store,Normal
T6092,71217,650,M24,Mobile,Normal
T6093,89208,858,M42,Mobile,Normal
T6094,26466,379,M79,Online,Normal
T6095,28565,932,M2,Mobile,Normal
T6096,17404,662,M98,In-Store,Normal
T6097,118687,555,M71,Mobile,Normal
T6098,165421,228,M81,In-Store,Normal
T6099,76370,949,M45,In-Store,Normal
T6100,141752,529,M74,Online,Normal
T6101,168438,296,M7,Mobile,Normal
T6102,171099,595,M48,In-Store,Normal
T6103,57941,547,M77,Online,Normal
T6104,33472,664,M4,Online,Normal
T6105,159397,277,M5,Online,Normal
T6106,67366,595,M93,Mobile,Normal
T6107,172365,206,M63,Mobile,Fraudulent
T6108,153132,726,M40,Online,Normal
T6109,11627,806,M39,Online,Normal
T6110,71782,675,M61,In-Store,Normal
T6111,5259,38,M9,Online,Normal
T6112,48853,701,M28,In-Store,Normal
T6113,73126,871,M31,Online,Normal
T6114,143337,802,M4,In-Store,Normal
T6115,167700,261,M19,Online,Normal
T6116,138024,535,M56,Online,Normal
T6117,113136,958,M82,Mobile,Normal
T6118,42736,645,M29,Online,Normal
T6119,8372,257,M65,In-Store,Normal
T6120,95128,91,M32,Online,Normal
T6121,40314,177,M72,In-Store,Normal
T6122,66023,232,M30,Mobile,Normal
T6123,31246,513,M46,Online,Normal
T6124,657,405,M36,Mobile,Normal
T6125,172228,315,M88,In-Store,Normal
T6126,121736,519,M30,Online,Normal
T6127,109234,965,M42,Mobile,Normal
T6128,77568,749,M98,Online,Normal
T6129,10762,752,M60,In-Store,Normal
T6130,14937,429,M62,In-Store,Normal
T6131,80741,906,M30,Online,Normal
T6132,2368,46,M36,Mobile,Normal
T6133,122541,564,M86,Mobile,Normal
T6134,94141,366,M49,In-Store,Normal
T6135,161616,143,M2,Online,Fraudulent
T6136,279,916,M78,In-Store,Normal
T6137,19997,269,M92,Mobile,Normal
T6138,73381,668,M35,Online,Normal
T6139,125176,528,M66,Mobile,Normal
T6140,25822,425,M43,Online,Normal
T6141,116690,339,M9,In-Store,Normal
T6142,150726,783,M70,Online,Normal
T6143,103651,908,M9,In-Store,Normal
T6144,6701,779,M59,In-Store,Normal
T6145,107676,444,M57,In-Store,Normal
T6146,9966,484,M18,Mobile,Normal
T6147,27729,225,M56,In-Store,Normal
T6148,37813,928,M48,Online,Normal
T6149,73429,519,M89,Mobile,Normal
T6150,148869,522,M27,In-Store,Normal
T6151,144445,627,M42,Mobile,Normal
T6152,155788,582,M93,Online,Normal
T6153,24374,348,M10,Online,Normal
T6154,163276,4238,M19,In-Store,Normal
T6155,33863,481,M86,In-Store,Normal
T6156,49820,6,M36,In-Store,Normal
T6157,29531,715,M100,Mobile,Normal
T6158,63047,153,M44,Mobile,Normal
T6159,77510,455,M17,Online,Normal
T6160,7350,940,M62,Online,Normal
T6161,124674,208,M7,In-Store,Normal
T6162,4946,769,M47,Mobile,Normal
T6163,27432,63,M99,Online,Normal
T6164,11243,558,M41,In-Store,Normal
T6165,23292,527,M24,Online,Normal
T6166,25162,356,M11,Online,Normal
T6167,159505,40,M81,Mobile,Normal
T6168,1148,396,M69,Mobile,Normal
T6169,125210,589,M29,Mobile,Normal
T6170,165213,209,M26,Online,Normal
T6171,58664,883,M65,Online,Normal
T6172,110050,190,M95,In-Store,Normal
T6173,126077,28,M12,Online,Normal
T6174,1861,508,M97,In-Store,Normal
T6175,18544,727,M9,Mobile,Normal
T6176,148336,825,M65,In-Store,Normal
T6177,47522,812,M54,In-Store,Normal
T6178,36806,972,M5,In-Store,Normal
T6179,93135,489,M78,In-Store,Normal
T6180,70852,861,M46,Mobile,Normal
T6181,128263,246,M57,In-Store,Normal
T6182,68542,821,M58,Online,Normal
T6183,56976,979,M99,In-Store,Normal
T6184,38839,743,M42,In-Store,Normal
T6185,37810,179,M94,In-Store,Normal
T6186,31555,623,M69,Mobile,Normal
T6187,3848,984,M56,Mobile,Normal
T6188,56082,229,M45,Online,Normal
T6189,80584,598,M31,Mobile,Normal
T6190,156007,620,M29,Mobile,Normal
T6191,52012,894,M96,Online,Normal
T6192,54505,25,M64,Mobile,Normal
T6193,23235,92,M16,Mobile,Normal
T6194,60371,206,M57,Online,Normal
T6195,119653,128,M28,Mobile,Normal
T6196,116729,907,M70,In-Store,Normal
T6197,109363,521,M29,In-Store,Normal
T6198,57041,264,M67,Online,Normal
T6199,39532,292,M42,In-Store,Normal
T6200,125804,82,M15,In-Store,Normal
T6201,64119,458,M4,In-Store,Normal
T6202,87258,938,M22,Mobile,Normal
T6203,112212,906,M10,Mobile,Normal
T6204,60266,792,M41,Online,Normal
T6205,4504,475,M41,Online,Normal
T6206,59234,415,M49,Online,Normal
T6207,3716,720,M75,In-Store,Normal
T6208,84274,188,M52,Online,Normal
T6209,103210,407,M58,Online,Normal
T6210,164585,379,M91,Online,Normal
T6211,136202,500,M73,Online,Normal
T6212,47695,48,M39,Mobile,Normal
T6213,160593,920,M71,In-Store,Normal
T6214,164115,41,M85,In-Store,Normal
T6215,92174,711,M85,In-Store,Normal
T6216,154328,558,M88,Mobile,Normal
T6217,6032,384,M93,Online,Normal
T6218,70478,827,M44,In-Store,Normal
T6219,10494,598,M53,Online,Normal
T6220,19282,4423,M86,Mobile,Normal
T6221,81792,4,M4,Mobile,Normal
T6222,71760,740,M29,Mobile,Normal
T6223,10279,491,M5,Mobile,Normal
T6224,5459,484,M40,Online,Normal
T6225,171206,501,M8,Mobile,Fraudulent
T6226,96098,666,M15,Online,Normal
T6227,86242,720,M91,In-Store,Normal
T6228,49220,326,M75,Online,Normal
T6229,116962,227,M76,Mobile,Normal
T6230,150304,418,M30,Online,Normal
T6231,75754,173,M71,In-Store,Normal
T6232,83073,586,M82,Online,Normal
T6233,162232,987,M53,Mobile,Fraudulent
T6234,79795,229,M84,In-Store,Normal
T6235,22326,230,M11,In-Store,Normal
T6236,91763,201,M81,In-Store,Normal
T6237,62977,929,M9,Online,Normal
T6238,157386,874,M85,Online,Fraudulent
T6239,134371,139,M31,Mobile,Normal
T6240,49258,398,M81,In-Store,Normal
T6241,4817,274,M33,Online,Normal
T6242,153761,282,M87,Online,Fraudulent
T6243,85727,834,M34,Online,Normal
T6244,19092,148,M21,In-Store,Normal
T6245,97779,952,M100,Online,Normal
T6246,101936,640,M33,Online,Normal
T6247,122296,121,M23,Mobile,Normal
T6248,92157,712,M74,Online,Normal
T6249,104008,538,M7,Online,Normal
T6250,80209,166,M41,In-Store,Normal
T6251,54728,923,M57,In-Store,Normal
T6252,75665,684,M94,Mobile,Normal
T6253,19780,403,M96,In-Store,Normal
T6254,89943,96,M22,In-Store,Normal
T6255,171229,82,M46,Mobile,Normal
T6256,142806,255,M13,Online,Normal
T6257,59065,289,M54,Online,Normal
T6258,118223,295,M54,In-Store,Normal
T6259,15224,420,M66,In-Store,Normal
T6260,13714,265,M88,In-Store,Normal
T6261,152760,2,M88,In-Store,Normal
T6262,35179,889,M97,Online,Normal
T6263,115248,109,M61,In-Store,Normal
T6264,52579,225,M20,Online,Normal
T6265,117348,4673,M29,In-Store,Normal
T6266,72484,807,M19,Online,Normal
T6267,1812,975,M43,In-Store,Normal
T6268,5876,790,M59,In-Store,Normal
T6269,36496,784,M39,Online,Normal
T6270,7344,475,M56,Mobile,Normal
T6271,112957,985,M60,Mobile,Normal
T6272,23638,439,M59,Mobile,Normal
T6273,3722,130,M81,Mobile,Normal
T6274,86313,81,M66,Online,Normal
T6275,45186,267,M89,Mobile,Normal
T6276,158512,312,M95,In-Store,Normal
T6277,21433,31,M10,In-Store,Normal
T6278,139661,71,M33,Mobile,Normal
T6279,41647,5,M61,Mobile,Normal
T6280,126818,469,M44,Mobile,Normal
T6281,122514,2640,M10,In-Store,Normal
T6282,53482,611,M3,In-Store,Normal
T6283,73688,396,M56,In-Store,Normal
T6284,70386,788,M90,In-Store,Normal
T6285,90889,795,M92,Online,Normal
T6286,159882,35,M22,Mobile,Fraudulent
T6287,69939,382,M38,Online,Normal
T6288,62570,695,M37,Online,Normal
T6289,66839,952,M25,Mobile,Normal
T6290,76982,646,M82,Mobile,Normal
T6291,170080,770,M97,In-Store,Normal
T6292,68931,779,M21,Online,Normal
T6293,34521,611,M7,Online,Normal
T6294,64415,588,M28,Mobile,Normal
T6295,103589,248,M71,In-Store,Normal
T6296,127527,867,M5,Mobile,Normal
T6297,85612,152,M39,Online,Normal
T6298,71168,200,M48,In-Store,Normal
T6299,50412,749,M72,Online,Normal
T6300,38437,904,M95,Online,Normal
T6301,26985,642,M10,In-Store,Normal
T6302,106000,996,M26,Mobile,Normal
T6303,46493,774,M5,In-Store,Normal
T6304,139974,125,M75,Online,Normal
T6305,71213,993,M42,Online,Normal
T6306,159322,882,M78,Mobile,Normal
T6307,137355,181,M64,Online,Normal
T6308,63574,615,M63,Online,Normal
T6309,84376,445,M95,Mobile,Normal
T6310,41350,761,M93,In-Store,Normal
T6311,147047,166,M56,In-Store,Normal
T6312,67022,77,M83,Online,Normal
T6313,162742,185,M86,Mobile,Normal
T6314,32713,729,M77,In-Store,Normal
T6315,9880,684,M41,In-Store,Normal
T6316,57284,168,M64,Online,Normal
T6317,32571,425,M100,In-Store,Normal
T6318,143633,474,M39,Mobile,Normal
T6319,75404,557,M96,Online,Normal
T6320,29381,903,M54,Mobile,Normal
T6321,159125,393,M54,Mobile,Normal
T6322,34853,949,M57,In-Store,Normal
T6323,64270,586,M4,In-Store,Normal
T6324,19162,626,M82,Mobile,Normal
T6325,157068,508,M43,Mobile,Normal
T6326,93569,57,M44,Online,Normal
T6327,132880,851,M56,In-Store,Normal
T6328,137930,348,M1,Mobile,Normal
T6329,60641,433,M44,Mobile,Normal
T6330,26888,959,M58,Online,Normal
T6331,168576,578,M40,Online,Normal
T6332,52235,856,M87,Mobile,Normal
T6333,161150,781,M22,Online,Normal
T6334,88748,915,M82,Online,Normal
T6335,47890,349,M8,Online,Normal
T6336,19279,2974,M81,Mobile,Normal
T6337,35600,660,M88,Online,Normal
T6338,99965,956,M42,Mobile,Normal
T6339,142522,593,M15,Mobile,Normal
T6340,7190,79,M14,Mobile,Normal
T6341,158263,530,M81,Mobile,Normal
T6342,140919,752,M64,Mobile,Normal
T6343,103191,529,M20,Online,Normal
T6344,81552,48,M24,Mobile,Normal
T6345,112088,563,M42,Online,Normal
T6346,61074,385,M37,Online,Normal
T6347,152115,854,M46,Online,Normal
T6348,167759,332,M6,Mobile,Normal
T6349,156580,90,M47,Mobile,Normal
T6350,113979,682,M12,Online,Normal
T6351,65323,624,M93,Mobile,Normal
T6352,102584,594,M8,Mobile,Normal
T6353,19777,799,M5,In-Store,Normal
T6354,118631,289,M11,In-Store,Normal
T6355,158672,541,M74,Mobile,Normal
T6356,96375,361,M99,Online,Normal
T6357,19131,12,M77,In-Store,Normal
T6358,66655,754,M89,In-Store,Normal
T6359,48193,931,M75,Online,Normal
T6360,74359,256,M94,In-Store,Normal
T6361,38634,472,M93,Mobile,Normal
T6362,119342,328,M38,In-Store,Normal
T6363,82651,492,M35,Online,Normal
T6364,36710,277,M87,Online,Normal
T6365,163416,213,M75,In-Store,Normal
T6366,9718,530,M68,Online,Normal
T6367,7660,367,M6,In-Store,Normal
T6368,85328,302,M30,Mobile,Normal
T6369,95184,533,M7,Online,Normal
T6370,109877,507,M92,Online,Normal
T6371,106421,212,M86,In-Store,Normal
T6372,125085,282,M10,Mobile,Normal
T6373,98694,176,M64,In-Store,Normal
T6374,139615,138,M54,Online,Normal
T6375,134446,540,M55,In-Store,Normal
T6376,88061,268,M15,Online,Normal
T6377,106827,443,M73,Online,Normal
T6378,41357,653,M44,Online,Normal
T6379,140992,701,M43,Mobile,Normal
T6380,107969,22,M30,Mobile,Normal
T6381,81202,23,M69,Online,Normal
T6382,172140,389,M28,Online,Normal
T6383,49702,612,M44,In-Store,Normal
T6384,107384,475,M26,In-Store,Normal
T6385,171715,4912,M81,Online,Normal
T6386,90530,167,M93,In-Store,Normal
T6387,57260,642,M99,Online,Normal
T6388,92825,488,M91,In-Store,Normal
T6389,81542,805,M18,In-Store,Normal
T6390,154613,954,M87,In-Store,Normal
T6391,14662,509,M26,Online,Normal
T6392,6840,342,M78,Online,Normal
T6393,6805,543,M38,In-Store,Normal
T6394,36176,145,M100,In-Store,Normal
T6395,100609,786,M63,Mobile,Normal
T6396,149505,968,M60,Online,Normal
T6397,2948,878,M35,Mobile,Normal
T6398,12326,95,M33,In-Store,Normal
T6399,14532,12,M17,Mobile,Normal
T6400,160259,623,M11,Mobile,Normal
T6401,171022,328,M69,In-Store,Normal
T6402,116454,178,M94,In-Store,Normal
T6403,137756,944,M24,Online,Normal
T6404,100516,813,M63,In-Store,Normal
T6405,55256,190,M82,In-Store,Normal
T6406,154736,525,M73,Mobile,Normal
T6407,60075,799,M90,In-Store,Normal
T6408,139657,265,M41,Online,Normal
T6409,6303,261,M55,In-Store,Normal
T6410,21250,683,M75,Mobile,Normal
T6411,78182,504,M34,Online,Normal
T6412,86612,193,M45,In-Store,Normal
T6413,61002,115,M24,Online,Normal
T6414,32668,236,M24,Online,Normal
T6415,85085,203,M30,Online,Normal
T6416,84320,436,M28,Online,Normal
T6417,84056,40,M95,In-Store,Normal
T6418,152456,604,M79,In-Store,Normal
T6419,85249,423,M3,Mobile,Normal
T6420,14636,237,M8,Mobile,Normal
T6421,161911,15,M40,Mobile,Fraudulent
T6422,166063,670,M54,Mobile,Normal
T6423,93467,546,M97,In-Store,Normal
T6424,51254,67,M3,Online,Normal
T6425,66126,425,M32,In-Store,Normal
T6426,110549,375,M46,In-Store,Normal
T6427,91434,851,M32,Online,Normal
T6428,25453,34,M90,Mobile,Normal
T6429,94560,347,M22,Mobile,Normal
T6430,114344,284,M50,In-Store,Normal
T6431,4061,454,M95,Mobile,Normal
T6432,57278,173,M39,Online,Normal
T6433,159617,878,M78,Online,Normal
T6434,82851,14,M59,Mobile,Normal
T6435,94950,151,M74,In-Store,Normal
T6436,22060,873,M85,In-Store,Normal
T6437,57959,979,M6,Online,Normal
T6438,168860,795,M7,In-Store,Normal
T6439,29331,207,M47,In-Store,Normal
T6440,112846,786,M14,Mobile,Normal
T6441,87324,648,M5,Mobile,Normal
T6442,74944,273,M4,In-Store,Normal
T6443,36743,283,M52,Online,Normal
T6444,53571,313,M61,Online,Normal
T6445,96766,5,M57,Mobile,Normal
T6446,54182,109,M25,Mobile,Normal
T6447,137406,963,M58,Online,Normal
T6448,103215,706,M22,Mobile,Normal
T6449,53097,349,M17,Mobile,Normal
